source_human_id,model,rag_exemplar_1,rag_exemplar_2,rag_mean_distance,reasoning,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
H_0052,gpt4,H_0005,H_0332,2.6449,"I am quite concerned about the risks associated with AI, such as misinformation and bias, which affects my trust in using ChatGPT for vacation planning. Although I am somewhat familiar with ChatGPT, I rarely use it due to these concerns. Thus, I am unlikely to rely on it for planning vacations or finding insights that I cannot access from more trusted sources. While I recognize ChatGPT’s potential ease of use due to my moderate familiarity, my skepticism about its accuracy and potential biases leads to a generally negative perception of its usefulness for my needs.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
H_0053,gpt4,H_0332,H_0343,2.6759,"I don't frequently use ChatGPT for vacation planning, mainly because I am concerned about potential misinformation and bias. However, I do find it moderately useful for learning languages and improving writing, which shows I see some value in it. My familiarity with ChatGPT is moderate to high, so I know it can be easy to use. Despite this, my trust in its ability to provide accurate travel-related data is low due to concerns about bias and outdated information. Consequently, while I might explore it for quick ideas or language translations during travel, I am unlikely to rely heavily on it for comprehensive vacation planning.",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,3,3,3,3,4,3,3,2,2,2,2,2,2,2
H_0054,gpt4,H_0001,H_0336,2.4299,"Given my concern about AI risks like misinformation, I am somewhat hesitant to heavily rely on ChatGPT for vacation planning. Although I use it for writing papers, my experience with it in other areas is limited. I find it useful for generating ideas, but I'm cautious about using it for something as involved as vacation planning. I am neutral to its usefulness, as I mostly focus on other sources for accurate travel information. I find interacting with ChatGPT quite easy and don't expect it to be hard to learn, but I don't fully trust AI for accurate travel data due to potential misinformation. My overall attitude is cautiously neutral; I'm open to using ChatGPT, but it’s not my go-to option.",3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,4,3,4,4,3,1,3,3,3,2,3,4,2,2,2,2,3,3,3,3
H_0055,gpt4,H_0005,H_0004,2.3448,"Given my limited experience with ChatGPT and my high concern about AI risks like misinformation and bias, I am skeptical about its use for vacation planning. I don't usually use it for insights or vacation planning, so my intention to use it in the future is low. I don't see it as very useful since I prefer other sources for travel advice. I find ChatGPT somewhat challenging to use, so I don't see it as easy. My trust in AI for accurate travel information is low due to potential errors and bias. Overall, I don't have a positive attitude toward using ChatGPT for vacation planning.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
H_0056,gpt4,H_0004,H_0005,1.5504,"I am not very familiar with ChatGPT, rarely use it, and have significant concerns about AI risks like misinformation and bias. As a result, I currently have little intention to use ChatGPT for vacation planning (Q4), find it not useful (Q5), and do not trust it for providing travel information (Q9). I also find it hard to use (Q7 & Q8), and overall, I'm not inclined to use it for planning vacations (Q10). My familiarity with ChatGPT doesn't inspire confidence in its effectiveness, contributing to my low scores across these areas.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H_0057,gpt4,H_0004,H_0003,1.3111,"Given my lack of familiarity with ChatGPT and high concern about AI risks like misinformation and bias, I am unlikely to use it for vacation planning. I doubt its usefulness in providing accurate information due to my concerns about AI-generated bias and inaccuracies. I find it hard to trust AI for specific planning tasks as I worry about hacking and misinformation vulnerabilities. Since I don't use ChatGPT much and find it hard to learn how to use, my ease of use rating is low. Overall, my attitude towards using ChatGPT for vacations is negative due to these concerns.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H_0058,gpt4,H_0005,H_0004,2.8059,"Given my limited familiarity with ChatGPT and deep concerns about AI risks such as misinformation, I tend to have a cautious attitude towards its use for vacation planning. While I have used it regularly for planning vacations, I don't heavily rely on it due to my concerns about accuracy and bias. My low familiarity with its functions also means I'm not entirely comfortable trusting its insights over traditional methods. Therefore, I don't see it as significantly improving or speeding up the planning process. I don't find it particularly easy to use either, which affects my overall attitude and trust in it for accurate travel information.",2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2
H_0059,gpt4,H_0332,H_0343,1.7236,"I don't have much experience with ChatGPT, so I'm neutral on its usefulness for vacation planning. My occasional use of AI makes me concerned about misinformation and bias, which affects my trust level. However, I recognize AI's potential in providing quick insights, although I rarely use it. Given my low familiarity, I find ChatGPT somewhat challenging to use, impacting my intention to use it for planning. My attitude is mostly neutral as I'm unsure of its benefits, but open to exploring them if it proves efficient.",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3
H_0060,gpt4,H_0349,H_0002,1.7046,"I am not very familiar with ChatGPT and rarely use it, so my intention to use it for vacation planning is low. I have moderate concerns about AI generating misinformation, making me cautious about its usefulness for vacation research. I find it somewhat complicated to use, which affects how I perceive its ease of use. My trust in AI providing accurate travel information is moderate given my concerns about hacking and misinformation. Overall, my attitude towards using ChatGPT for vacations is neutral since I haven't used it much in the past.",1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3
H_0061,gpt4,H_0005,H_0332,2.2345,"I rarely use ChatGPT for vacation planning because I'm highly concerned about AI risks like misinformation and bias. While I’m somewhat familiar with ChatGPT, I don't find it particularly useful for research because I'm skeptical about its accuracy. I'm not inclined to use ChatGPT for planning travel due to my concerns. Although it might be easy to use, my hesitation stems from trust issues. Therefore, I don't plan to integrate it into my vacation planning process or recommend it to others. I'm neutral about AI's usefulness for real-time data, but I don't trust it fully for accurate travel information.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
H_0062,gpt4,H_0001,H_0347,2.5492,"Given my concerns about misinformation and bias with AI, I am unlikely to rely on ChatGPT for vacation planning. Despite my familiarity with ChatGPT, I rarely use it as I worry about the accuracy of the information provided. Regarding specific tasks like real-time updates or finding deals, I’m skeptical about AI’s reliability due to the potential for inaccuracies. I do find ChatGPT easy to use and access, but my trust in it providing accurate or unbiased information is low. Overall, my attitude towards using ChatGPT for vacation planning is cautious, reflecting my apprehension about its risks.",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,5,5,5,5,5,5,2,2,2,2,2,2,2
H_0063,gpt4,H_0338,H_0347,3.3283,"I am less inclined to use ChatGPT for vacation planning because I primarily use it for getting broad answers on various topics rather than specific tasks like vacation planning. I find its utility limited due to my concerns about AI risks, such as misinformation. While I recognize its potential for speeding up research and providing some insights, my reliance on it for accurate or detailed travel information is low. I do find ChatGPT easy to use, given my high familiarity, but I prefer traditional research methods for detailed and reliable vacation planning. Overall, my attitude towards using ChatGPT for vacations is neutral as I understand its advantages but remain cautious due to potential inaccuracies.",2,2,3,2,2,2,3,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,4,4,4,4,4,1,3,3,3,2,2,3,2,2,2,2,3,3,2,3
H_0064,gpt4,H_0001,H_0348,2.9402,"I primarily use ChatGPT for coding, so I am not inclined to use it for vacation planning, which makes my behavioral intention low. I am concerned about AI risks like misinformation and bias, so I don’t find it very useful for vacation research. I think AI is not very reliable for specific planning tasks given my concerns about accuracy. Although I find writing computer code with ChatGPT easy, I am not familiar with using it for vacations, affecting my ease of use perception. Given my concerns about AI risk, my trust in AI for providing accurate travel information is low. Overall, my attitude towards using ChatGPT for vacations is not very positive.",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,2,2,1,4,2,1,1,2,1,2,1,2,1,1,2,1,1,1
H_0065,gpt4,H_0005,H_0343,2.259,"I rarely use ChatGPT, especially not for vacation planning, because I am highly concerned about AI risks like inaccuracy and bias. This makes me hesitant to rely on it for important tasks. I don't find it particularly useful for vacation planning given my concerns and current usage habits. While I'm moderately familiar with ChatGPT, and find it somewhat insightful, this doesn't translate to increased trust in its ability to provide accurate travel information. My ease of use experience is neutral since I don't interact with it frequently. Overall, I'm skeptical about using it for vacations.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1
H_0066,gpt4,H_0005,H_0004,2.2842,"I am not very familiar with using ChatGPT, and I have significant concerns about AI-related risks, such as misinformation and bias. This affects my likelihood of using it for vacation planning (Q4) as I don't trust it to provide reliable information or useful insights (Q5, Q6). Furthermore, I don't find ChatGPT easy to use (Q7, Q8), which discourages me from engaging with it. As a result, I don't trust AI to provide accurate travel information (Q9). Overall, my attitude towards using ChatGPT for vacations is negative (Q10).",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H_0067,gpt4,H_0004,H_0333,1.7873,"I rarely use ChatGPT and have limited knowledge about it, so my intention to use it for vacation planning is low. I have moderate concerns about AI generating misinformation, which affects my perception of its usefulness. I find AI potentially risky due to vulnerability to hacking, leading to low trust. My familiarity with ChatGPT is minimal, making it seem hard to use, and I don’t rely on it for planning. Therefore, my attitude towards using ChatGPT for vacation planning is generally not positive as I prefer traditional methods.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1
H_0068,gpt4,H_0005,H_0004,1.7226,"I am not very familiar with ChatGPT and rarely use it, which makes me hesitant to rely on it for vacation planning. My concern about AI's potential for misinformation, bias, and inaccuracy contributes to my reluctance. Therefore, I do not find it particularly useful or trustworthy for vacation planning tasks. I perceive it as difficult to use, given my limited experience. Overall, my attitude towards using ChatGPT for vacations is negative, as I prefer more trustworthy and reliable sources for travel information.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H_0069,gpt4,H_0001,H_0348,3.0654,"I'm not very familiar with ChatGPT, and I rarely use it for various tasks. My concerns about AI risks like misinformation make me hesitant to rely on it for vacation planning. I find it easy to interact with ChatGPT, but I don't trust it to provide accurate information. This leads to a neutral or slightly negative attitude towards using ChatGPT for vacations. I don't intend to use it for vacation planning or find it very useful for specific tasks in planning. Overall, I have mixed feelings due to the ease of use but high risk perception.",1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,4,2,4,4,3,2,3,2,2,2,3,3,2,2,2,1,2,2,2,2
H_0070,gpt4,H_0132,H_0338,3.8786,"I find ChatGPT quite useful for vacation planning due to its ability to provide insights and detailed information quickly. I'm not as concerned with using it to check precise prices or making specific hotel recommendations, but it can certainly aid in gathering general information about destinations. I trust AI to some extent, but I'm aware of its risks like misinformation, so I use it with caution. Overall, I find ChatGPT easy to use, and its interface is straightforward, making it a preferred tool for initial vacation research, although I would cross-check details with official sources to ensure accuracy. My attitude towards using ChatGPT for vacations is positive as it generally enhances the planning experience.",4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,3,3,4,4,4,4
