source_human_id,response_id,age,generation,sex,country,city,fam_1,fam_2,fam_3,fam_4,fam_5,fam_6,fam_7,use_1,use_2,use_3,use_4,use_5,use_6,use_7,use_8,use_9,use_10,use_11,risk_1,risk_2,risk_3,risk_4,risk_5,risk_6,fam_1_norm,fam_2_norm,fam_3_norm,fam_4_norm,fam_5_norm,fam_6_norm,fam_7_norm,use_1_norm,use_2_norm,use_3_norm,use_4_norm,use_5_norm,use_6_norm,use_7_norm,use_8_norm,use_9_norm,use_10_norm,use_11_norm,risk_1_norm,risk_2_norm,risk_3_norm,risk_4_norm,risk_5_norm,risk_6_norm
H_0296,R_1N8n6L6GsJpzV8k,27-31,older Millennials,Male,Mexico,Puebla,3,3,3,4,4,4,3,2,1,1,1,2,2,2,2,2,3,1,3,3,5,3,4,3,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.5,0.5,1.0,0.5,0.75,0.5
H_0297,R_1mrUFait0Yf2szn,27-31,younger Millennials,Male,US,"Hawaii, Laie",2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,1,1,1,4,4,4,4,4,3,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0298,R_26nlDkiP7fuWjQJ,22-26,younger Gen Z,Male,USA,California,3,3,1,2,3,3,4,1,1,1,1,1,2,1,1,2,1,1,3,3,2,3,4,3,0.5,0.5,0.0,0.25,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.25,0.5,0.75,0.5
H_0299,R_1KcDuWnG8X4iUu1,22-26,older Gen Z,Male,USA,Utah,5,5,5,5,5,5,4,4,4,3,2,1,4,4,2,2,3,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.5,0.25,0.0,0.75,0.75,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0300,R_1Heng6aNVj1VP8O,22-26,younger Gen Z,Male,India,New Delhi,3,1,3,4,2,3,3,4,4,4,1,1,4,1,3,1,3,1,4,4,2,3,4,2,0.5,0.0,0.5,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.75,0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.25,0.5,0.75,0.25
H_0301,R_2QAQP6TLrEWnc58,18-21,younger Gen Z,Male,USA,Oklahoma,5,5,5,4,5,5,3,4,3,4,2,3,3,3,4,5,4,4,3,4,4,5,4,2,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.75,0.5,0.75,0.25,0.5,0.5,0.5,0.75,1.0,0.75,0.75,0.5,0.75,0.75,1.0,0.75,0.25
H_0302,R_2rwnqT3b2uKfoj5,18-21,younger Gen Z,Male,Japan,"Kagawa prefecture, Kanonji city",5,5,5,5,5,5,5,5,3,5,1,5,2,1,2,1,5,3,3,3,3,2,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.25,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.5,0.25,0.75,0.75
H_0303,R_3qwleZ6dJRXVHHt,18-21,older Gen Z,Male,United States,Texas,2,2,2,1,2,2,3,1,1,2,1,1,2,2,1,2,1,1,5,5,4,4,4,3,0.25,0.25,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,1.0,1.0,0.75,0.75,0.75,0.5
H_0304,R_1j87NNuadp6M8gP,27-31,older Gen Z,Male,South Korea,Ulsan,1,1,1,1,3,3,3,1,1,1,1,1,1,3,1,1,1,1,2,2,3,3,4,4,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.75
H_0305,R_1mOyCj9m9NopuHL,18-21,older Gen Z,Male,Philippines,Manila,5,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0306,R_3emEY79A3iEIvYA,22-26,younger Gen Z,Male,Japan,Sendai,5,5,5,5,5,5,5,4,3,4,1,4,3,4,3,2,2,2,4,4,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.0,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.5
H_0307,R_VI8fh4FRbmbZEvn,27-31,younger Millennials,Male,Kiribati,Betio,4,4,3,3,2,3,4,2,1,1,1,1,1,2,1,4,1,1,3,4,3,4,4,3,0.75,0.75,0.5,0.5,0.25,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.5,0.75,0.5,0.75,0.75,0.5
H_0308,R_2cu51wOd0C2qHoQ,18-21,older Gen Z,Male,USA,"Provo, Utah",4,4,3,4,5,5,3,4,3,2,1,1,3,3,2,3,3,2,4,4,4,4,4,4,0.75,0.75,0.5,0.75,1.0,1.0,0.5,0.75,0.5,0.25,0.0,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0309,R_1r17mzMTMa5pkAp,22-26,older Gen X,Male,New Zealand,Northland,5,5,4,4,5,4,4,4,4,1,1,1,4,4,5,1,2,3,3,3,4,4,4,4,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.75,0.75,1.0,0.0,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75
H_0310,R_3qEZ5owLsTiGqcx,18-21,older Gen Z,Male,Philippines,SURIGAO CITY,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75
H_0311,R_3RdU8nxSBnkKytP,27-31,younger Baby Boomers,Male,Philippines,Makati,5,4,4,4,5,5,5,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0312,R_1ozrC32OARBAlik,22-26,younger Gen Z,Male,Philippines,Leyte,2,3,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,3,0.25,0.5,0.0,0.25,0.5,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,0.75,0.5
H_0313,R_1OTAaqI0DDQOM6R,27-31,younger Gen X,Male,Papua New Guinea,Port Moresby,3,3,3,3,3,3,5,5,3,3,1,2,5,5,2,3,2,2,3,4,3,3,4,4,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.25,1.0,1.0,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.75
H_0314,R_2Svu1vdYG3jSUv8,27-31,older Millennials,Male,Philippines,Laguna,5,5,5,5,5,5,5,5,4,4,3,4,5,5,4,2,3,3,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.75,1.0,1.0,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75
H_0315,R_4VEYUQ865JdUySR,37-42,older Millennials,Male,Canada,Lethbridge,3,4,3,4,4,3,4,4,3,3,4,3,3,4,2,3,3,4,3,4,5,3,4,3,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.5,0.75,0.5,0.75,1.0,0.5,0.75,0.5
H_0316,R_2asLLjsjnqHaMZf,18-21,older Gen Z,Male,USA,Texas,4,4,4,4,5,5,5,4,4,5,2,2,2,3,4,4,1,2,4,4,4,4,4,4,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.25,0.25,0.5,0.75,0.75,0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0317,R_2WUU5sJ4uuF91Cx,59-64,older Baby Boomer,Male,Mexico,Puerto Vallarta,3,4,2,2,2,3,3,1,1,1,2,1,1,1,1,1,1,1,3,3,2,3,4,3,0.5,0.75,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.5,0.75,0.5
H_0318,R_3hAAjv8Dd7cimKU,43-49,younger Gen X,Male,Usa,Arizona,2,5,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,0.25,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.75
H_0319,R_1ltnrYdlTVLmCbl,22-26,younger Millennials,Male,USA,Utah,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.75,0.75,0.75
H_0320,R_3oYBhYM2TMvHASm,18-21,older Gen Z,Male,United States,"Kamas, Utah.",2,4,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,2,0.25,0.75,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.5,0.75,0.25
H_0321,R_1r1AyuP0yZ43evm,50-58,older Gen X,Male,United States,Utah,1,4,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,2,0.0,0.75,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.25
H_0322,R_rqN47MPHzBgNfd7,50-58,older Gen X,Male,Mexico,Nuevo Leon,5,5,5,5,5,5,5,3,2,2,3,1,1,2,1,3,1,1,2,2,3,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.5
H_0323,R_pKQSWbwnT8bbtyV,22-26,older Gen Z,Male,USA,Colorado,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,3,0.25,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.75,0.5
H_0324,R_OO1RYS8gFjIzICl,22-26,older Gen Z,Male,United States,Utah,4,4,4,4,3,5,2,1,1,1,1,1,1,1,1,1,3,2,2,2,4,5,4,2,0.75,0.75,0.75,0.75,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.75,1.0,0.75,0.25
H_0325,R_0oyhSFwzgHhqWhr,22-26,older Gen Z,Male,USA,Utah,4,4,3,4,4,5,2,3,2,2,3,2,3,3,1,3,1,1,3,3,4,4,4,4,0.75,0.75,0.5,0.75,0.75,1.0,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.75,0.75,0.75,0.75
H_0326,R_wSH9LQuA9y4ZqYV,66-70,older Baby Boomer,Male,United States,Boise,3,3,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,4,0.5,0.5,0.25,0.5,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.75,0.75
H_0327,R_28RPtP1QR6jmojN,22-26,older Gen Z,Male,United States,Utah,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0328,R_3PL82OhuihCNlDc,18-21,older Gen Z,Male,United States,Utah,3,4,1,4,2,3,4,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,3,0.5,0.75,0.0,0.75,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0329,R_1oGeu60JCbJP6Nz,50-58,older Gen X,Male,United States,Arizona,1,4,1,1,5,3,4,1,1,1,1,1,1,2,2,1,2,1,4,4,4,4,4,3,0.0,0.75,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0330,R_1kYtDafipUPc23z,22-26,older Gen Z,Male,USA,Logan,4,4,3,3,4,4,4,3,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.75
H_0331,R_3r2PkzzYhf6BL0W,22-26,older Gen Z,Male,United States of America,"Salt Lake City, Utah",2,2,2,2,3,3,3,2,1,1,3,1,1,2,1,3,2,1,4,4,2,4,4,3,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.75,0.75,0.25,0.75,0.75,0.5
H_0355,R_1rom2Lno9uhfBej,43-49,Silent Generation,Female,Tonga,Nuku'alofa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0356,R_WDusaFYOmS92cp3,22-26,younger Millennials,Female,Philippines,Bacolod,4,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5
H_0357,R_3iUs24H5L8IpZwm,18-21,younger Gen Z,Female,mongolia,ulaanbaatar,4,3,3,4,4,3,3,2,3,2,3,2,2,2,2,1,2,1,4,4,4,3,3,2,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.25,0.0,0.75,0.75,0.75,0.5,0.5,0.25
H_0358,R_3erwG2xhfLD6MX5,32-36,younger Gen X,Female,Fiji,Suva,3,3,3,3,4,4,4,5,5,5,4,3,4,4,5,5,5,4,3,3,3,3,3,3,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,1.0,1.0,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5
H_0359,R_1hA81B33Ww2chzN,22-26,younger Gen Z,Female,United States of America,California,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0360,R_27J1dXqDi3h51m9,22-26,younger Gen X,Female,Papua New Guinea,"Port Moresby, Papua New Guinea",1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0361,R_1Do4BhZOsITGlRn,22-26,younger Millennials,Female,Kiribati,Tarawa,3,3,3,2,3,3,4,3,2,1,1,1,3,2,1,2,2,2,3,4,3,3,3,3,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.5
H_0362,R_TbIq6LujHwY67iV,18-21,older Gen Z,Female,Japan,Kannonnji,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0363,R_264q9zBQdoxDTNU,18-21,younger Gen Z,Female,Fiji,Lautoka,3,3,3,3,4,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,1,4,3,4,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.75,0.5,0.75
H_0364,R_1mz2SyR60HWkYGZ,22-26,younger Gen X,Female,Samoa,Apia,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.5
H_0365,R_bmx1qQIlQtQN9nP,22-26,younger Gen Z,Female,New Zealand,Hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0366,R_2tDtM9YmiTGhaW5,18-21,older Gen Z,Female,Thailand,Nonthaburi,5,5,5,5,5,5,4,5,3,5,1,4,5,4,4,2,4,1,4,3,3,4,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.0,0.75,1.0,0.75,0.75,0.25,0.75,0.0,0.75,0.5,0.5,0.75,0.5,0.25
H_0367,R_3QSQWPiuW1ySxpY,18-21,older Gen Z,Female,USA,California,5,5,5,4,5,5,5,5,3,5,1,1,4,5,4,1,4,3,2,2,3,2,3,3,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.75,1.0,0.75,0.0,0.75,0.5,0.25,0.25,0.5,0.25,0.5,0.5
H_0368,R_29lU2GDQsoM82kn,22-26,older Millennials,Female,Philippines,Taguig,4,4,4,4,4,4,4,4,4,4,3,1,1,4,4,1,1,1,3,3,3,3,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0369,R_3kFdx3zGLpTJyVk,22-26,younger Gen Z,Female,Indonesia,Surakarta,2,3,1,2,5,3,2,2,2,2,1,1,2,2,3,3,3,1,3,3,3,3,3,3,0.25,0.5,0.0,0.25,1.0,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0370,R_2fD8qmR1X7m9t8C,18-21,older Gen Z,Female,USA,Utah,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.5,0.5
H_0371,R_Wl2j2MgzTB52WvT,22-26,older Millennials,Female,Philippines,Ballesteros,4,4,3,3,4,4,4,4,3,4,1,1,4,2,4,1,1,1,3,3,3,3,3,3,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.0,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0372,R_1mLtSyfVw4lDh7S,22-26,younger Gen Z,Female,Kiribati,Tarawa,3,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0373,R_3mfXc18RIA7BeB7,22-26,older Gen Z,Female,USA,Fort Worth Texas,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
H_0374,R_vvKhS3hKfl7yVFL,22-26,younger Gen Z,Female,Kiribati,Butaritari,4,3,1,1,3,2,3,2,2,1,1,1,1,1,1,2,2,1,3,2,2,3,3,3,0.75,0.5,0.0,0.0,0.5,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.25,0.25,0.5,0.5,0.5
H_0375,R_RQPjneLLuNAhEpX,27-31,younger Millennials,Female,Philippines,Quezon City,5,5,4,4,5,4,3,2,2,5,5,5,4,4,2,4,3,4,3,3,3,3,3,3,1.0,1.0,0.75,0.75,1.0,0.75,0.5,0.25,0.25,1.0,1.0,1.0,0.75,0.75,0.25,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5
H_0376,R_2RU2t3m760iisw8,18-21,Silent Generation,Female,Tonga,Haapai,5,5,5,4,5,5,3,4,3,4,1,1,4,5,4,5,5,5,2,2,3,2,3,2,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.75,0.5,0.75,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.25,0.25,0.5,0.25,0.5,0.25
H_0377,R_sS7qsaMAqieR9Rf,18-21,younger Gen Z,Female,Philippines,Tuguegarao,2,3,3,2,3,3,2,1,1,1,1,1,1,1,2,1,1,1,3,4,2,2,3,4,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.75,0.25,0.25,0.5,0.75
H_0378,R_2f9zPRC3dVMlNgA,18-21,older Gen Z,Female,Philippines,Malaybalay,3,4,3,3,4,4,5,3,3,3,3,1,4,2,2,2,2,1,4,3,3,4,3,1,0.5,0.75,0.5,0.5,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.0,0.75,0.25,0.25,0.25,0.25,0.0,0.75,0.5,0.5,0.75,0.5,0.0
H_0379,R_20VvQGtNsIaWU67,27-31,older Gen Z,Female,Philippines,Quezon City,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5
H_0380,R_31tvQmkK8YGKkFs,27-31,older Baby Boomer,Female,Philippines,Muntinlupa,5,5,3,5,5,3,5,5,5,2,2,2,5,3,5,2,5,3,3,3,3,3,3,2,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.5,1.0,0.25,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25
H_0381,R_2c5dJu6iswrv5SO,18-21,older Gen Z,Female,U.S.A,Oakland,5,5,4,4,5,5,5,4,5,1,1,1,5,1,1,2,1,1,4,4,2,4,3,4,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.75,0.75,0.25,0.75,0.5,0.75
H_0382,R_1FtWa4971xNseCw,18-21,older Gen Z,Female,USA,Oregon,3,4,3,4,4,4,3,2,1,2,1,1,2,3,4,1,1,1,5,4,3,5,3,2,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.5,0.75,0.0,0.0,0.0,1.0,0.75,0.5,1.0,0.5,0.25
H_0383,R_3qjnhilLK2uAibA,18-21,older Gen Z,Female,United States,Oregon,5,5,4,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,4,3,3,3,3,2,1.0,1.0,0.75,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0.25
H_0384,R_3nlrqcjG1zgzUWs,22-26,younger Gen Z,Female,South Korea,Gwangju,3,4,3,2,5,2,3,4,4,4,1,2,3,1,1,3,2,1,5,3,3,3,3,3,0.5,0.75,0.5,0.25,1.0,0.25,0.5,0.75,0.75,0.75,0.0,0.25,0.5,0.0,0.0,0.5,0.25,0.0,1.0,0.5,0.5,0.5,0.5,0.5
H_0385,R_3M04cFzlLgwViVg,22-26,older Gen Z,Female,Canada,Alberta,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0386,R_1pniMyvf5ifKRBv,18-21,younger Gen Z,Female,New Zealand,Tūrangi,4,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,3,0.75,0.5,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.5,0.5
H_0387,R_vULPk1Fde3aHO7v,22-26,older Gen Z,Female,PHILIPPINES,MANILA,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5
H_0388,R_UQnsQbiGpXNWVuV,22-26,younger Gen Z,Female,Samoa,Apia,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
H_0389,R_3ewStwANcNvk3or,27-31,Silent Generation,Female,Tonga,Nuku'alofa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
